Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2020-06-27 06:16:18,wlp3s0,0.00,2.00,0.00,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:19,enp0s31f6,11622.00,4.00,16206.86,0.37,0.00,0.00,2.00,13.28
2020-06-27 06:16:19,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:19,wlp3s0,2.00,1.00,0.15,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:16:20,enp0s31f6,11620.00,3.00,16206.68,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:16:20,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:20,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:21,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:16:21,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:21,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:22,enp0s31f6,11621.00,6.00,16206.77,0.70,0.00,0.00,1.00,13.28
2020-06-27 06:16:22,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:16:22,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:23,enp0s31f6,11630.00,5.00,16219.42,0.97,0.00,0.00,1.00,13.29
2020-06-27 06:16:23,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:23,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:24,enp0s31f6,11612.00,4.00,16194.11,0.38,0.00,0.00,1.00,13.27
2020-06-27 06:16:24,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:24,wlp3s0,2.00,3.00,0.20,0.48,0.00,0.00,0.00,0.00
2020-06-27 06:16:25,enp0s31f6,11629.00,2.00,16219.33,0.18,0.00,0.00,0.00,13.29
2020-06-27 06:16:25,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:25,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:26,enp0s31f6,11622.00,7.00,16206.86,0.99,0.00,0.00,2.00,13.28
2020-06-27 06:16:26,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:16:26,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:27,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:16:27,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:27,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:28,enp0s31f6,11621.00,5.00,16206.77,0.61,0.00,0.00,1.00,13.28
2020-06-27 06:16:28,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:28,wlp3s0,2.00,4.00,0.15,0.71,0.00,0.00,0.00,0.00
2020-06-27 06:16:29,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:16:29,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:29,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:30,enp0s31f6,11622.00,7.00,16206.86,0.79,0.00,0.00,2.00,13.28
2020-06-27 06:16:30,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:16:30,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:31,enp0s31f6,11620.00,4.00,16206.68,0.88,0.00,0.00,0.00,13.28
2020-06-27 06:16:31,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:31,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:32,enp0s31f6,11623.00,6.00,16206.94,0.58,0.00,0.00,3.00,13.28
2020-06-27 06:16:32,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:32,wlp3s0,3.00,3.00,0.19,0.28,0.00,0.00,0.00,0.00
2020-06-27 06:16:33,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:16:33,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:33,wlp3s0,2.00,3.00,0.21,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:16:34,enp0s31f6,11621.00,6.00,16206.77,0.89,0.00,0.00,1.00,13.28
2020-06-27 06:16:34,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:16:34,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:35,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:16:35,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:35,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:36,enp0s31f6,11622.00,5.00,16206.83,0.44,0.00,0.00,1.00,13.28
2020-06-27 06:16:36,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:36,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:37,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:16:37,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:37,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:38,enp0s31f6,11621.00,6.00,16206.77,0.70,0.00,0.00,1.00,13.28
2020-06-27 06:16:38,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:16:38,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:39,enp0s31f6,11621.00,5.00,16206.77,0.97,0.00,0.00,1.00,13.28
2020-06-27 06:16:39,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:39,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:40,enp0s31f6,11621.00,5.00,16206.77,0.59,0.00,0.00,1.00,13.28
2020-06-27 06:16:40,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:40,wlp3s0,0.00,1.00,0.00,0.24,0.00,0.00,0.00,0.00
2020-06-27 06:16:41,enp0s31f6,11621.00,4.00,16206.77,0.49,0.00,0.00,1.00,13.28
2020-06-27 06:16:41,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:41,wlp3s0,0.00,1.00,0.00,0.24,0.00,0.00,0.00,0.00
2020-06-27 06:16:42,enp0s31f6,11629.00,6.00,16219.33,1.00,0.00,0.00,0.00,13.29
2020-06-27 06:16:42,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:16:42,wlp3s0,1.00,2.00,0.13,0.43,0.00,0.00,0.00,0.00
2020-06-27 06:16:43,enp0s31f6,11621.00,4.00,16206.77,0.49,0.00,0.00,1.00,13.28
2020-06-27 06:16:43,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:43,wlp3s0,0.00,2.00,0.00,0.43,0.00,0.00,0.00,0.00
2020-06-27 06:16:44,enp0s31f6,11505.94,3.96,16046.30,0.38,0.00,0.00,0.99,13.15
2020-06-27 06:16:44,lo,1900.99,1900.99,61042.78,61042.78,0.00,0.00,0.00,0.00
2020-06-27 06:16:44,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:45,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:16:45,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:45,wlp3s0,5.00,5.00,0.62,3.70,0.00,0.00,0.00,0.00
2020-06-27 06:16:46,enp0s31f6,11622.00,7.00,16206.86,0.79,0.00,0.00,2.00,13.28
2020-06-27 06:16:46,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:16:46,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:47,enp0s31f6,11621.00,5.00,16206.77,0.97,0.00,0.00,1.00,13.28
2020-06-27 06:16:47,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:47,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:48,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:16:48,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:48,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:49,enp0s31f6,11622.00,4.00,16206.86,0.37,0.00,0.00,2.00,13.28
2020-06-27 06:16:49,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:16:49,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:50,enp0s31f6,11621.00,6.00,16206.77,0.89,0.00,0.00,1.00,13.28
2020-06-27 06:16:50,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:16:50,wlp3s0,1.00,1.00,0.05,0.07,0.00,0.00,0.00,0.00
2020-06-27 06:16:51,enp0s31f6,11620.00,31.00,16206.68,7.02,0.00,0.00,0.00,13.28
2020-06-27 06:16:51,lo,1734.00,1734.00,55488.42,55488.42,0.00,0.00,0.00,0.00
2020-06-27 06:16:51,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:52,enp0s31f6,11621.00,9.00,16206.77,0.96,0.00,0.00,1.00,13.28
2020-06-27 06:16:52,lo,3.00,3.00,0.21,0.21,0.00,0.00,0.00,0.00
2020-06-27 06:16:52,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:53,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:16:53,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:53,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:16:54,enp0s31f6,11575.00,10.00,16143.40,3.40,0.00,0.00,1.00,13.22
2020-06-27 06:16:54,lo,5.00,5.00,1.45,1.45,0.00,0.00,0.00,0.00
2020-06-27 06:16:54,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:16:55,enp0s31f6,11612.00,5.00,16194.11,1.20,0.00,0.00,1.00,13.27
2020-06-27 06:16:55,lo,86.00,86.00,14.85,14.85,0.00,0.00,0.00,0.00
2020-06-27 06:16:55,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
