Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2020-06-27 06:11:17,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:17,wlp3s0,3.00,3.00,0.29,0.41,0.00,0.00,0.00,0.00
2020-06-27 06:11:18,enp0s31f6,11630.00,7.00,16219.42,1.29,0.00,0.00,1.00,13.29
2020-06-27 06:11:18,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:11:18,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:19,enp0s31f6,11620.00,4.00,16205.97,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:19,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:19,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:20,enp0s31f6,11613.00,5.00,16194.91,0.78,0.00,0.00,1.00,13.27
2020-06-27 06:11:20,lo,1916.00,1916.00,61460.42,61460.42,0.00,0.00,0.00,0.00
2020-06-27 06:11:20,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:21,enp0s31f6,11630.00,4.00,16219.42,0.38,0.00,0.00,1.00,13.29
2020-06-27 06:11:21,lo,1734.00,1734.00,55680.85,55680.85,0.00,0.00,0.00,0.00
2020-06-27 06:11:21,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:22,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:11:22,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:22,wlp3s0,2.00,1.00,0.14,0.10,0.00,0.00,0.00,0.00
2020-06-27 06:11:23,enp0s31f6,11620.00,3.00,16206.68,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:11:23,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:23,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:24,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:11:24,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:24,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:25,enp0s31f6,11630.00,4.00,16219.42,0.38,0.00,0.00,1.00,13.29
2020-06-27 06:11:25,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:25,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:26,enp0s31f6,11621.00,7.00,16206.77,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:11:26,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:11:26,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:11:27,enp0s31f6,11620.00,3.00,16206.68,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:11:27,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:27,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:28,enp0s31f6,11621.00,6.00,16206.77,1.01,0.00,0.00,1.00,13.28
2020-06-27 06:11:28,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:28,wlp3s0,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:11:29,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:29,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:29,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:30,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:11:30,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:30,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:31,enp0s31f6,11627.00,4.00,16215.66,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:31,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:31,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:32,enp0s31f6,11615.00,3.00,16197.87,0.27,0.00,0.00,1.00,13.27
2020-06-27 06:11:32,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:32,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:33,enp0s31f6,11628.00,3.00,16219.33,0.28,0.00,0.00,0.00,13.29
2020-06-27 06:11:33,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:33,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:34,enp0s31f6,11622.00,7.00,16206.77,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:11:34,lo,1732.00,1732.00,55488.24,55488.24,0.00,0.00,0.00,0.00
2020-06-27 06:11:34,wlp3s0,4.00,5.00,0.41,0.61,0.00,0.00,0.00,0.00
2020-06-27 06:11:35,enp0s31f6,11620.00,3.00,16206.68,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:11:35,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:35,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:36,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:36,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:36,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:37,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:37,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:37,wlp3s0,1.00,1.00,0.05,0.09,0.00,0.00,0.00,0.00
2020-06-27 06:11:38,enp0s31f6,11621.00,3.00,16206.74,0.24,0.00,0.00,0.00,13.28
2020-06-27 06:11:38,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:38,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:39,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:39,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:39,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:40,enp0s31f6,11622.00,2.00,16209.64,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:11:40,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:40,wlp3s0,1.00,1.00,0.06,0.09,0.00,0.00,0.00,0.00
2020-06-27 06:11:41,enp0s31f6,11628.00,4.00,16216.46,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:41,lo,1536.00,1536.00,49322.56,49322.56,0.00,0.00,0.00,0.00
2020-06-27 06:11:41,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:42,enp0s31f6,11613.00,8.00,16194.20,1.39,0.00,0.00,2.00,13.27
2020-06-27 06:11:42,lo,2116.00,2116.00,67818.88,67818.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:42,wlp3s0,2.00,3.00,0.19,0.46,0.00,0.00,0.00,0.00
2020-06-27 06:11:43,enp0s31f6,11623.00,4.00,16209.73,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:43,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:43,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:44,enp0s31f6,11625.00,5.00,16212.70,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:44,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:44,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:45,enp0s31f6,11624.00,4.00,16210.53,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:45,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:45,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:46,enp0s31f6,11613.00,3.00,16195.60,0.27,0.00,0.00,1.00,13.27
2020-06-27 06:11:46,lo,1836.00,1836.00,58955.71,58955.71,0.00,0.00,0.00,0.00
2020-06-27 06:11:46,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:47,enp0s31f6,11629.00,4.00,16217.94,0.38,0.00,0.00,1.00,13.29
2020-06-27 06:11:47,lo,2004.00,2004.00,64350.70,64350.70,0.00,0.00,0.00,0.00
2020-06-27 06:11:47,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:48,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:11:48,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:48,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:11:49,enp0s31f6,11622.00,5.00,16206.86,0.48,0.00,0.00,2.00,13.28
2020-06-27 06:11:49,lo,1876.00,1876.00,60240.08,60240.08,0.00,0.00,0.00,0.00
2020-06-27 06:11:49,wlp3s0,2.00,1.00,0.15,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:50,enp0s31f6,11620.00,6.00,16206.68,1.19,0.00,0.00,0.00,13.28
2020-06-27 06:11:50,lo,1968.00,1968.00,63066.68,63066.68,0.00,0.00,0.00,0.00
2020-06-27 06:11:50,wlp3s0,2.00,1.00,0.16,0.13,0.00,0.00,0.00,0.00
2020-06-27 06:11:51,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:51,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:51,wlp3s0,2.00,3.00,0.22,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:11:52,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:52,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:52,wlp3s0,1.00,1.00,0.09,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:53,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:53,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:53,wlp3s0,1.00,1.00,0.09,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:54,enp0s31f6,11629.00,2.00,16219.33,0.18,0.00,0.00,0.00,13.29
2020-06-27 06:11:54,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:54,wlp3s0,5.00,7.00,0.48,0.96,0.00,0.00,0.00,0.00
2020-06-27 06:11:55,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:55,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
